epoch,dense_1_accuracy,dense_1_loss,dense_2_accuracy,dense_2_loss,dense_accuracy,dense_loss,loss,val_dense_1_accuracy,val_dense_1_loss,val_dense_2_accuracy,val_dense_2_loss,val_dense_accuracy,val_dense_loss,val_loss
0,0.40093839168548584,1.141386866569519,0.3987252116203308,1.1568528413772583,0.6722733974456787,0.6776039004325867,2.975843667984009,0.42656248807907104,1.085378646850586,0.4221354126930237,1.080625295639038,0.6875,0.634066641330719,2.8000705242156982
1,0.41229623556137085,1.0974905490875244,0.411321759223938,1.0982791185379028,0.6834691762924194,0.6320139169692993,2.8277831077575684,0.3723958432674408,1.0978196859359741,0.4346354305744171,1.0910803079605103,0.6875,0.6285746693611145,2.817474842071533
2,0.4219525158405304,1.0891027450561523,0.41911765933036804,1.091273546218872,0.684886634349823,0.629456639289856,2.8098325729370117,0.4260416626930237,1.0912278890609741,0.3684895932674408,1.1004027128219604,0.625,0.6590359210968018,2.8506667613983154
3,0.42372432351112366,1.0852024555206299,0.4197377860546112,1.0860260725021362,0.6850637793540955,0.6268517971038818,2.798082113265991,0.43281251192092896,1.0878360271453857,0.4375,1.0880082845687866,0.6875,0.6258299946784973,2.8016738891601562
4,0.4268249571323395,1.0819510221481323,0.4219525158405304,1.082497477531433,0.6861268877983093,0.6257278919219971,2.7901768684387207,0.43411457538604736,1.0892053842544556,0.3817708194255829,1.097989797592163,0.6302083134651184,0.6515500545501709,2.838744878768921
5,0.42815378308296204,1.0791906118392944,0.4283309578895569,1.0774915218353271,0.686481237411499,0.6244934797286987,2.7811756134033203,0.4140625,1.0867842435836792,0.3895833194255829,1.1321943998336792,0.6611979007720947,0.6447324156761169,2.8637115955352783
6,0.4303685426712036,1.0768104791641235,0.43506377935409546,1.0697643756866455,0.686481237411499,0.6237364411354065,2.770310640335083,0.4372395873069763,1.0791155099868774,0.43567708134651184,1.0883357524871826,0.6875,0.6254223585128784,2.7928733825683594
7,0.4344436526298523,1.0732415914535522,0.44259390234947205,1.0561386346817017,0.6865698099136353,0.6228532195091248,2.752232313156128,0.4377604126930237,1.080182433128357,0.4372395873069763,1.0988036394119263,0.6875,0.6241658926010132,2.8031516075134277
8,0.43462082743644714,1.070467472076416,0.463678240776062,1.039981722831726,0.6875442862510681,0.6222884654998779,2.7327380180358887,0.4124999940395355,1.0846260786056519,0.4388020932674408,1.1120041608810425,0.6875,0.6249292492866516,2.821559190750122
9,0.44117647409439087,1.0657563209533691,0.49681076407432556,1.009623408317566,0.6878100633621216,0.6218218207359314,2.6972005367279053,0.3955729305744171,1.0911122560501099,0.4377604126930237,1.1592004299163818,0.6875,0.6272772550582886,2.8775904178619385
10,0.44418850541114807,1.0617907047271729,0.5244507193565369,0.9757206439971924,0.6871013641357422,0.6214894652366638,2.659000873565674,0.41093748807907104,1.089730978012085,0.42656248807907104,1.1949628591537476,0.6875,0.6266607046127319,2.9113543033599854
11,0.44914954900741577,1.0563116073608398,0.5552799701690674,0.9391721487045288,0.6876328587532043,0.6213032603263855,2.6167871952056885,0.4085937440395355,1.0897232294082642,0.40026041865348816,1.1994787454605103,0.6875,0.6290562152862549,2.9182586669921875
12,0.4515414535999298,1.0517141819000244,0.5830085277557373,0.9028679132461548,0.6877214908599854,0.620898425579071,2.5754806995391846,0.4333333373069763,1.104219913482666,0.40026041865348816,1.2995649576187134,0.6875,0.6319970488548279,3.035782814025879
13,0.45969170331954956,1.0454294681549072,0.6170269250869751,0.8471708297729492,0.6876328587532043,0.6211195588111877,2.513719081878662,0.4322916567325592,1.1124697923660278,0.3984375,1.453525424003601,0.6833333373069763,0.6375483870506287,3.2035434246063232
14,0.45854005217552185,1.0403008460998535,0.6591070294380188,0.7745519876480103,0.6874557137489319,0.6210514307022095,2.4359047412872314,0.4085937440395355,1.1268080472946167,0.36510416865348816,1.8528131246566772,0.6875,0.6337233185768127,3.613344669342041
15,0.4650956690311432,1.0381464958190918,0.6889617443084717,0.7238789200782776,0.6873671412467957,0.6211863160133362,2.3832108974456787,0.42135417461395264,1.1133710145950317,0.3760416805744171,1.9544321298599243,0.6875,0.6282925009727478,3.6960947513580322
16,0.4753720760345459,1.0289100408554077,0.7143869400024414,0.6666892766952515,0.6876328587532043,0.6208839416503906,2.316483974456787,0.4151041805744171,1.1402592658996582,0.3518229126930237,1.7647225856781006,0.6875,0.6271039247512817,3.532086133956909
17,0.4915839731693268,1.0165551900863647,0.7523919343948364,0.5789365172386169,0.6875442862510681,0.6205675601959229,2.2160592079162598,0.3973958194255829,1.1307597160339355,0.3763020932674408,2.5697076320648193,0.6875,0.6298854947090149,4.330353736877441
18,0.4981396198272705,1.0060648918151855,0.7760453820228577,0.5357879996299744,0.6876328587532043,0.6203959584236145,2.1622486114501953,0.3843750059604645,1.1392804384231567,0.29609376192092896,2.1208322048187256,0.6875,0.630730390548706,3.8908438682556152
19,0.512756884098053,0.9919680953025818,0.80279940366745,0.48983579874038696,0.6877214908599854,0.6202355623245239,2.1020381450653076,0.28723958134651184,1.2202587127685547,0.3723958432674408,2.5169591903686523,0.6875,0.6278269290924072,4.365043640136719
